Date,Hours,Minutes,Description,Team Member,Type,Category,Property,Activity
7/17/2024,9,0,test669,Ronald Raymond,STR,Material,STR Property,Property Acquisitions
2/25/2024,9,0,test670,Riley Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
10/7/2024,6,0,test671,Riley Raymond,STR,Material,STR Property,Property Improvements and Repairs
1/26/2024,6,0,test672,Riley Raymond,STR,Material,STR Property,Other
5/8/2024,2,0,test673,Riley Raymond,LTR,Material,LTR Property,Property Management
12/21/2024,9,0,test674,Ronald Raymond,STR,Material,STR Property,Property Management
10/18/2024,7,0,test675,Riley Raymond,LTR,Material,LTR Property,Property Selling
4/4/2024,8,0,test676,Riley Raymond,STR,Material,STR Property,Property Management
2/15/2024,4,0,test677,Riley Raymond,LTR,Material,LTR Property,Property Acquisitions
7/5/2024,8,0,test678,Riley Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
10/4/2024,7,0,test679,Riley Raymond,LTR,Material,LTR Property,Property Selling
12/26/2024,7,0,test680,Riley Raymond,STR,Material,STR Property,Property Selling
9/28/2024,2,0,test681,Ronald Raymond,LTR,Material,LTR Property,Property Selling
12/6/2024,2,0,test682,Ronald Raymond,LTR,Material,LTR Property,Property Acquisitions
12/2/2024,4,0,test683,Ronald Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
7/17/2024,2,0,test684,Riley Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
11/1/2024,6,0,test685,Ronald Raymond,LTR,Material,LTR Property,Property Management
12/30/2024,5,0,test686,Riley Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
9/23/2024,1,0,test687,Ronald Raymond,STR,Material,STR Property,Property Management
7/20/2024,8,0,test688,Ronald Raymond,STR,Material,STR Property,Property Improvements and Repairs
6/4/2024,2,0,test689,Riley Raymond,STR,Material,STR Property,Property Improvements and Repairs
6/29/2024,6,0,test690,Ronald Raymond,STR,Material,STR Property,Property Acquisitions
3/30/2024,9,0,test691,Ronald Raymond,STR,Material,STR Property,Other
10/3/2024,2,0,test692,Riley Raymond,LTR,Material,LTR Property,Property Acquisitions
12/5/2024,4,0,test693,Riley Raymond,STR,Material,STR Property,Property Acquisitions
9/29/2024,7,0,test694,Riley Raymond,STR,Material,STR Property,Property Management
3/23/2024,2,0,test695,Riley Raymond,LTR,Material,LTR Property,Property Management
7/29/2024,1,0,test696,Riley Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
12/9/2024,1,0,test697,Ronald Raymond,LTR,Material,LTR Property,Other
7/27/2024,8,0,test698,Riley Raymond,LTR,Material,LTR Property,Property Management
9/29/2024,2,0,test699,Riley Raymond,STR,Material,STR Property,Property Selling
3/31/2024,1,0,test700,Riley Raymond,STR,Material,STR Property,Property Management
2/2/2024,3,0,test701,Ronald Raymond,LTR,Material,LTR Property,Other
7/27/2024,6,0,test702,Ronald Raymond,LTR,Material,LTR Property,Other
4/3/2024,7,0,test703,Riley Raymond,LTR,Material,LTR Property,Property Selling
9/14/2024,5,0,test704,Ronald Raymond,LTR,Material,LTR Property,Property Acquisitions
3/15/2024,7,0,test705,Ronald Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
8/28/2024,5,0,test706,Riley Raymond,STR,Material,STR Property,Property Management
3/1/2024,5,0,test707,Ronald Raymond,STR,Material,STR Property,Property Selling
11/9/2024,7,0,test708,Riley Raymond,LTR,Material,LTR Property,Property Selling
2/17/2024,2,0,test709,Riley Raymond,LTR,Material,LTR Property,Other
8/26/2024,5,0,test710,Ronald Raymond,STR,Material,STR Property,Property Management
10/25/2024,5,0,test711,Riley Raymond,STR,Material,STR Property,Property Improvements and Repairs
5/7/2024,7,0,test712,Riley Raymond,LTR,Material,LTR Property,Property Management
12/27/2024,6,0,test713,Riley Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
4/26/2024,6,0,test714,Ronald Raymond,LTR,Material,LTR Property,Property Acquisitions
9/4/2024,6,0,test715,Riley Raymond,STR,Material,STR Property,Property Management
4/11/2024,9,0,test716,Ronald Raymond,STR,Material,STR Property,Property Selling
5/8/2024,4,0,test717,Riley Raymond,LTR,Material,LTR Property,Property Selling
11/7/2024,5,0,test718,Ronald Raymond,LTR,Material,LTR Property,Property Acquisitions
3/30/2024,8,0,test719,Riley Raymond,LTR,Material,LTR Property,Property Management
8/8/2024,3,0,test720,Riley Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
8/23/2024,1,0,test721,Riley Raymond,LTR,Material,LTR Property,Property Acquisitions
10/15/2024,4,0,test722,Riley Raymond,STR,Material,STR Property,Property Management
10/10/2024,2,0,test723,Riley Raymond,LTR,Material,LTR Property,Property Management
4/3/2024,9,0,test724,Riley Raymond,STR,Material,STR Property,Property Improvements and Repairs
12/10/2024,7,0,test725,Ronald Raymond,LTR,Material,LTR Property,Property Management
3/12/2024,1,0,test726,Riley Raymond,LTR,Material,LTR Property,Property Selling
6/4/2024,4,0,test727,Ronald Raymond,LTR,Material,LTR Property,Property Selling
9/25/2024,7,0,test728,Ronald Raymond,LTR,Material,LTR Property,Property Management
3/8/2024,3,0,test729,Ronald Raymond,STR,Material,STR Property,Property Acquisitions
12/1/2024,9,0,test730,Ronald Raymond,STR,Material,STR Property,Property Management
6/14/2024,9,0,test731,Ronald Raymond,STR,Material,STR Property,Property Management
6/23/2024,7,0,test732,Ronald Raymond,LTR,Material,LTR Property,Other
10/25/2024,9,0,test733,Riley Raymond,STR,Material,STR Property,Property Management
8/5/2024,7,0,test734,Riley Raymond,STR,Material,STR Property,Property Selling
3/28/2024,6,0,test735,Ronald Raymond,STR,Material,STR Property,Property Management
7/10/2024,2,0,test736,Ronald Raymond,LTR,Material,LTR Property,Property Management
3/4/2024,6,0,test737,Ronald Raymond,LTR,Material,LTR Property,Property Management
3/25/2024,2,0,test738,Ronald Raymond,STR,Material,STR Property,Other
2/5/2024,7,0,test739,Ronald Raymond,LTR,Material,LTR Property,Property Selling
3/18/2024,2,0,test740,Riley Raymond,STR,Material,STR Property,Property Acquisitions
10/31/2024,1,0,test741,Riley Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
11/9/2024,5,0,test742,Ronald Raymond,STR,Material,STR Property,Property Improvements and Repairs
8/8/2024,4,0,test743,Ronald Raymond,LTR,Material,LTR Property,Property Management
4/20/2024,6,0,test744,Ronald Raymond,STR,Material,STR Property,Property Selling
1/23/2024,3,0,test745,Ronald Raymond,LTR,Material,LTR Property,Other
8/29/2024,6,0,test746,Riley Raymond,LTR,Material,LTR Property,Other
3/13/2024,4,0,test747,Riley Raymond,LTR,Material,LTR Property,Property Management
9/25/2024,4,0,test748,Ronald Raymond,STR,Material,STR Property,Property Selling
1/31/2024,2,0,test749,Ronald Raymond,LTR,Material,LTR Property,Other
1/8/2024,1,0,test750,Ronald Raymond,LTR,Material,LTR Property,Property Management
9/25/2024,5,0,test751,Ronald Raymond,STR,Material,STR Property,Property Acquisitions
1/27/2024,3,0,test752,Riley Raymond,LTR,Material,LTR Property,Property Selling
8/30/2024,4,0,test753,Ronald Raymond,LTR,Material,LTR Property,Property Management
9/29/2024,6,0,test754,Ronald Raymond,STR,Material,STR Property,Property Selling
2/2/2024,8,0,test755,Ronald Raymond,LTR,Material,LTR Property,Property Management
5/15/2024,6,0,test756,Riley Raymond,LTR,Material,LTR Property,Property Acquisitions
2/3/2024,4,0,test757,Riley Raymond,STR,Material,STR Property,Property Improvements and Repairs
10/14/2024,8,0,test758,Riley Raymond,STR,Material,STR Property,Property Management
4/5/2024,2,0,test759,Ronald Raymond,STR,Material,STR Property,Property Management
9/23/2024,5,0,test760,Ronald Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
3/22/2024,6,0,test761,Riley Raymond,STR,Material,STR Property,Property Management
12/3/2024,8,0,test762,Riley Raymond,STR,Material,STR Property,Property Management
8/7/2024,4,0,test763,Riley Raymond,STR,Material,STR Property,Property Selling
1/21/2024,5,0,test764,Riley Raymond,STR,Material,STR Property,Property Improvements and Repairs
5/8/2024,2,0,test765,Riley Raymond,LTR,Material,LTR Property,Property Management
9/30/2024,9,0,test766,Ronald Raymond,STR,Material,STR Property,Property Management
11/7/2024,5,0,test767,Ronald Raymond,LTR,Material,LTR Property,Property Acquisitions
10/23/2024,5,0,test768,Ronald Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
2/1/2024,1,0,test769,Riley Raymond,STR,Material,STR Property,Property Acquisitions
5/9/2024,5,0,test770,Riley Raymond,STR,Material,STR Property,Property Improvements and Repairs
8/18/2024,5,0,test771,Riley Raymond,STR,Material,STR Property,Other
12/8/2024,1,0,test772,Ronald Raymond,LTR,Material,LTR Property,Other
2/16/2024,7,0,test773,Riley Raymond,LTR,Material,LTR Property,Other
2/16/2024,3,0,test774,Riley Raymond,LTR,Material,LTR Property,Other
12/10/2024,7,0,test775,Riley Raymond,STR,Material,STR Property,Property Management
1/9/2024,5,0,test776,Ronald Raymond,STR,Material,STR Property,Property Selling
7/12/2024,8,0,test777,Riley Raymond,STR,Material,STR Property,Property Selling
9/14/2024,9,0,test778,Riley Raymond,STR,Material,STR Property,Property Acquisitions
2/28/2024,4,0,test779,Ronald Raymond,LTR,Material,LTR Property,Other
6/29/2024,6,0,test780,Ronald Raymond,LTR,Material,LTR Property,Property Selling
8/1/2024,7,0,test781,Ronald Raymond,LTR,Material,LTR Property,Property Acquisitions
6/2/2024,9,0,test782,Riley Raymond,LTR,Material,LTR Property,Property Selling
9/20/2024,2,0,test783,Ronald Raymond,STR,Material,STR Property,Property Selling
1/26/2024,7,0,test784,Ronald Raymond,STR,Material,STR Property,Property Selling
11/16/2024,1,0,test785,Ronald Raymond,LTR,Material,LTR Property,Other
9/22/2024,2,0,test786,Ronald Raymond,LTR,Material,LTR Property,Property Selling
7/11/2024,2,0,test787,Ronald Raymond,LTR,Material,LTR Property,Property Acquisitions
1/22/2024,2,0,test788,Riley Raymond,LTR,Material,LTR Property,Property Management
3/22/2024,7,0,test789,Ronald Raymond,STR,Material,STR Property,Property Acquisitions
1/20/2024,1,0,test790,Ronald Raymond,STR,Material,STR Property,Property Improvements and Repairs
5/4/2024,8,0,test791,Ronald Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
3/28/2024,9,0,test792,Ronald Raymond,STR,Material,STR Property,Property Selling
9/6/2024,5,0,test793,Ronald Raymond,LTR,Material,LTR Property,Property Management
3/27/2024,6,0,test794,Ronald Raymond,STR,Material,STR Property,Property Management
12/22/2024,3,0,test795,Ronald Raymond,LTR,Material,LTR Property,Other
12/5/2024,8,0,test796,Riley Raymond,LTR,Material,LTR Property,Property Management
9/3/2024,6,0,test797,Riley Raymond,STR,Material,STR Property,Property Acquisitions
8/6/2024,4,0,test798,Riley Raymond,STR,Material,STR Property,Property Management
3/28/2024,4,0,test799,Riley Raymond,LTR,Material,LTR Property,Other
10/31/2024,4,0,test800,Riley Raymond,STR,Material,STR Property,Property Selling
11/26/2024,9,0,test801,Riley Raymond,LTR,Material,LTR Property,Property Management
7/29/2024,4,0,test802,Ronald Raymond,STR,Material,STR Property,Property Selling
6/8/2024,9,0,test803,Ronald Raymond,LTR,Material,LTR Property,Property Management
10/19/2024,5,0,test804,Riley Raymond,LTR,Material,LTR Property,Other
4/18/2024,9,0,test805,Ronald Raymond,LTR,Material,LTR Property,Other
10/15/2024,2,0,test806,Riley Raymond,STR,Material,STR Property,Property Management
8/19/2024,2,0,test807,Riley Raymond,LTR,Material,LTR Property,Property Management
5/3/2024,2,0,test808,Ronald Raymond,STR,Material,STR Property,Property Selling
7/20/2024,6,0,test809,Ronald Raymond,LTR,Material,LTR Property,Other
3/10/2024,6,0,test810,Ronald Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
9/10/2024,8,0,test811,Riley Raymond,STR,Material,STR Property,Property Management
8/20/2024,8,0,test812,Ronald Raymond,LTR,Material,LTR Property,Property Acquisitions
2/18/2024,7,0,test813,Ronald Raymond,STR,Material,STR Property,Property Selling
12/12/2024,5,0,test814,Riley Raymond,LTR,Material,LTR Property,Other
6/11/2024,3,0,test815,Ronald Raymond,LTR,Material,LTR Property,Property Acquisitions
6/22/2024,7,0,test816,Riley Raymond,LTR,Material,LTR Property,Property Selling
12/10/2024,6,0,test817,Ronald Raymond,LTR,Material,LTR Property,Property Acquisitions
2/15/2024,2,0,test818,Riley Raymond,STR,Material,STR Property,Property Management
1/15/2024,5,0,test819,Riley Raymond,LTR,Material,LTR Property,Property Acquisitions
8/6/2024,3,0,test820,Ronald Raymond,STR,Material,STR Property,Other
7/29/2024,2,0,test821,Riley Raymond,STR,Material,STR Property,Property Management
2/3/2024,3,0,test822,Riley Raymond,STR,Material,STR Property,Property Selling
2/1/2024,9,0,test823,Riley Raymond,STR,Material,STR Property,Property Improvements and Repairs
12/13/2024,5,0,test824,Ronald Raymond,LTR,Material,LTR Property,Property Management
5/1/2024,4,0,test825,Riley Raymond,STR,Material,STR Property,Property Selling
10/3/2024,6,0,test826,Ronald Raymond,STR,Material,STR Property,Property Improvements and Repairs
8/17/2024,2,0,test827,Ronald Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
11/10/2024,4,0,test828,Riley Raymond,LTR,Material,LTR Property,Property Acquisitions
7/3/2024,3,0,test829,Ronald Raymond,LTR,Material,LTR Property,Property Selling
12/18/2024,1,0,test830,Ronald Raymond,LTR,Material,LTR Property,Property Management
4/3/2024,1,0,test831,Ronald Raymond,LTR,Material,LTR Property,Property Selling
9/10/2024,2,0,test832,Ronald Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
7/22/2024,9,0,test833,Riley Raymond,LTR,Material,LTR Property,Property Acquisitions
6/16/2024,8,0,test834,Ronald Raymond,LTR,Material,LTR Property,Property Acquisitions
12/20/2024,4,0,test835,Riley Raymond,STR,Material,STR Property,Property Improvements and Repairs
9/10/2024,5,0,test836,Ronald Raymond,LTR,Material,LTR Property,Other
10/4/2024,1,0,test837,Ronald Raymond,STR,Material,STR Property,Property Management
6/11/2024,3,0,test838,Ronald Raymond,LTR,Material,LTR Property,Property Selling
1/3/2024,7,0,test839,Ronald Raymond,LTR,Material,LTR Property,Other
1/3/2024,1,0,test840,Riley Raymond,STR,Material,STR Property,Property Improvements and Repairs
10/25/2024,3,0,test841,Ronald Raymond,STR,Material,STR Property,Other
7/6/2024,1,0,test842,Riley Raymond,STR,Material,STR Property,Property Acquisitions
1/17/2024,7,0,test843,Riley Raymond,STR,Material,STR Property,Other
9/19/2024,5,0,test844,Ronald Raymond,STR,Material,STR Property,Property Acquisitions
8/4/2024,9,0,test845,Riley Raymond,STR,Material,STR Property,Property Improvements and Repairs
8/29/2024,6,0,test846,Riley Raymond,STR,Material,STR Property,Property Improvements and Repairs
4/6/2024,7,0,test847,Riley Raymond,STR,Material,STR Property,Other
7/15/2024,5,0,test848,Ronald Raymond,STR,Material,STR Property,Other
11/1/2024,1,0,test849,Ronald Raymond,LTR,Material,LTR Property,Property Acquisitions
9/5/2024,4,0,test850,Ronald Raymond,STR,Material,STR Property,Property Acquisitions
6/23/2024,9,0,test851,Ronald Raymond,STR,Material,STR Property,Property Management
11/14/2024,9,0,test852,Ronald Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
3/28/2024,2,0,test853,Ronald Raymond,STR,Material,STR Property,Property Acquisitions
9/25/2024,3,0,test854,Ronald Raymond,LTR,Material,LTR Property,Property Selling
1/22/2024,6,0,test855,Riley Raymond,STR,Material,STR Property,Property Acquisitions
2/4/2024,6,0,test856,Ronald Raymond,STR,Material,STR Property,Property Management
9/26/2024,1,0,test857,Riley Raymond,LTR,Material,LTR Property,Other
8/10/2024,4,0,test858,Riley Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
10/30/2024,6,0,test859,Riley Raymond,STR,Material,STR Property,Other
7/22/2024,2,0,test860,Ronald Raymond,STR,Material,STR Property,Property Improvements and Repairs
10/19/2024,9,0,test861,Riley Raymond,STR,Material,STR Property,Property Improvements and Repairs
1/15/2024,6,0,test862,Riley Raymond,STR,Material,STR Property,Property Management
5/18/2024,7,0,test863,Riley Raymond,STR,Material,STR Property,Property Selling
7/27/2024,7,0,test864,Riley Raymond,LTR,Material,LTR Property,Property Management
4/11/2024,9,0,test865,Riley Raymond,LTR,Material,LTR Property,Property Management
11/18/2024,6,0,test866,Riley Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
10/19/2024,3,0,test867,Riley Raymond,LTR,Material,LTR Property,Property Acquisitions
11/30/2024,3,0,test868,Riley Raymond,LTR,Material,LTR Property,Property Acquisitions
12/3/2024,8,0,test869,Ronald Raymond,STR,Material,STR Property,Property Management
7/2/2024,4,0,test870,Ronald Raymond,STR,Material,STR Property,Property Selling
4/15/2024,3,0,test871,Ronald Raymond,LTR,Material,LTR Property,Property Acquisitions
12/27/2024,1,0,test872,Ronald Raymond,LTR,Material,LTR Property,Other
2/14/2024,5,0,test873,Ronald Raymond,LTR,Material,LTR Property,Other
3/19/2024,9,0,test874,Ronald Raymond,LTR,Material,LTR Property,Property Selling
9/24/2024,9,0,test875,Riley Raymond,LTR,Material,LTR Property,Other
7/26/2024,6,0,test876,Riley Raymond,LTR,Material,LTR Property,Property Acquisitions
2/18/2024,1,0,test877,Ronald Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
11/18/2024,1,0,test878,Ronald Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
1/14/2024,8,0,test879,Riley Raymond,STR,Material,STR Property,Property Acquisitions
5/8/2024,6,0,test880,Ronald Raymond,STR,Material,STR Property,Other
5/27/2024,1,0,test881,Riley Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
8/30/2024,5,0,test882,Riley Raymond,LTR,Material,LTR Property,Property Acquisitions
8/19/2024,5,0,test883,Ronald Raymond,STR,Material,STR Property,Property Improvements and Repairs
11/12/2024,2,0,test884,Riley Raymond,STR,Material,STR Property,Property Management
10/21/2024,5,0,test885,Riley Raymond,STR,Material,STR Property,Property Selling
4/30/2024,2,0,test886,Ronald Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
5/27/2024,9,0,test887,Riley Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
8/23/2024,8,0,test888,Ronald Raymond,STR,Material,STR Property,Property Management
8/14/2024,5,0,test889,Riley Raymond,STR,Material,STR Property,Property Management
5/4/2024,9,0,test890,Riley Raymond,STR,Material,STR Property,Property Selling
11/13/2024,8,0,test891,Ronald Raymond,STR,Material,STR Property,Property Improvements and Repairs
2/7/2024,9,0,test892,Ronald Raymond,STR,Material,STR Property,Property Improvements and Repairs
9/26/2024,1,0,test893,Riley Raymond,LTR,Material,LTR Property,Property Acquisitions
7/4/2024,9,0,test894,Ronald Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
12/10/2024,8,0,test895,Riley Raymond,STR,Material,STR Property,Property Selling
7/5/2024,6,0,test896,Riley Raymond,STR,Material,STR Property,Other
1/10/2024,2,0,test897,Ronald Raymond,LTR,Material,LTR Property,Property Acquisitions
2/29/2024,5,0,test898,Riley Raymond,LTR,Material,LTR Property,Property Selling
9/25/2024,7,0,test899,Riley Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
4/28/2024,5,0,test900,Riley Raymond,STR,Material,STR Property,Other
2/29/2024,9,0,test901,Ronald Raymond,STR,Material,STR Property,Property Improvements and Repairs
9/16/2024,3,0,test902,Riley Raymond,STR,Material,STR Property,Property Acquisitions
6/5/2024,4,0,test903,Ronald Raymond,LTR,Material,LTR Property,Property Selling
2/15/2024,2,0,test904,Riley Raymond,LTR,Material,LTR Property,Property Acquisitions
3/15/2024,8,0,test905,Riley Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
10/1/2024,8,0,test906,Riley Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
2/11/2024,8,0,test907,Riley Raymond,LTR,Material,LTR Property,Other
3/20/2024,3,0,test908,Ronald Raymond,LTR,Material,LTR Property,Property Management
8/13/2024,9,0,test909,Ronald Raymond,LTR,Material,LTR Property,Property Management
2/22/2024,3,0,test910,Ronald Raymond,STR,Material,STR Property,Property Selling
7/14/2024,3,0,test911,Riley Raymond,STR,Material,STR Property,Property Management
7/25/2024,1,0,test912,Riley Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
11/30/2024,6,0,test913,Riley Raymond,STR,Material,STR Property,Property Improvements and Repairs
8/31/2024,5,0,test914,Ronald Raymond,STR,Material,STR Property,Property Improvements and Repairs
1/20/2024,6,0,test915,Ronald Raymond,STR,Material,STR Property,Property Improvements and Repairs
12/13/2024,8,0,test916,Ronald Raymond,STR,Material,STR Property,Other
8/29/2024,1,0,test917,Riley Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
11/15/2024,4,0,test918,Ronald Raymond,STR,Material,STR Property,Property Management
5/16/2024,8,0,test919,Ronald Raymond,LTR,Material,LTR Property,Property Acquisitions
9/11/2024,3,0,test920,Riley Raymond,LTR,Material,LTR Property,Property Selling
6/26/2024,4,0,test921,Riley Raymond,LTR,Material,LTR Property,Property Acquisitions
5/29/2024,8,0,test922,Riley Raymond,LTR,Material,LTR Property,Property Acquisitions
5/13/2024,4,0,test923,Riley Raymond,STR,Material,STR Property,Property Management
11/11/2024,9,0,test924,Ronald Raymond,STR,Material,STR Property,Property Management
2/6/2024,2,0,test925,Ronald Raymond,LTR,Material,LTR Property,Property Management
10/13/2024,4,0,test926,Riley Raymond,LTR,Material,LTR Property,Other
4/10/2024,4,0,test927,Riley Raymond,STR,Material,STR Property,Property Improvements and Repairs
1/2/2024,3,0,test928,Ronald Raymond,LTR,Material,LTR Property,Property Management
8/8/2024,9,0,test929,Ronald Raymond,LTR,Material,LTR Property,Property Management
6/4/2024,1,0,test930,Riley Raymond,LTR,Material,LTR Property,Property Selling
6/11/2024,6,0,test931,Ronald Raymond,STR,Material,STR Property,Property Selling
1/21/2024,3,0,test932,Ronald Raymond,STR,Material,STR Property,Property Management
6/28/2024,3,0,test933,Riley Raymond,STR,Material,STR Property,Property Selling
2/20/2024,1,0,test934,Riley Raymond,LTR,Material,LTR Property,Other
11/17/2024,5,0,test935,Ronald Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
11/16/2024,6,0,test936,Riley Raymond,LTR,Material,LTR Property,Property Acquisitions
8/8/2024,3,0,test937,Ronald Raymond,LTR,Material,LTR Property,Property Selling
2/15/2024,3,0,test938,Riley Raymond,STR,Material,STR Property,Property Acquisitions
4/27/2024,2,0,test939,Ronald Raymond,LTR,Material,LTR Property,Property Acquisitions
9/4/2024,4,0,test940,Riley Raymond,STR,Material,STR Property,Property Acquisitions
2/16/2024,2,0,test941,Ronald Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
2/4/2024,7,0,test942,Riley Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
4/17/2024,7,0,test943,Ronald Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
10/15/2024,6,0,test944,Riley Raymond,LTR,Material,LTR Property,Property Acquisitions
10/30/2024,8,0,test945,Ronald Raymond,STR,Material,STR Property,Property Improvements and Repairs
10/24/2024,9,0,test946,Riley Raymond,LTR,Material,LTR Property,Property Management
5/21/2024,9,0,test947,Riley Raymond,STR,Material,STR Property,Property Selling
12/7/2024,8,0,test948,Riley Raymond,LTR,Material,LTR Property,Property Management
2/18/2024,2,0,test949,Ronald Raymond,STR,Material,STR Property,Property Selling
11/6/2024,6,0,test950,Ronald Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
6/10/2024,9,0,test951,Riley Raymond,LTR,Material,LTR Property,Other
9/21/2024,7,0,test952,Ronald Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
12/24/2024,2,0,test953,Ronald Raymond,STR,Material,STR Property,Property Acquisitions
12/9/2024,8,0,test954,Riley Raymond,STR,Material,STR Property,Property Selling
10/16/2024,1,0,test955,Ronald Raymond,STR,Material,STR Property,Property Selling
1/30/2024,5,0,test956,Ronald Raymond,STR,Material,STR Property,Property Selling
2/16/2024,4,0,test957,Ronald Raymond,LTR,Material,LTR Property,Property Selling
3/12/2024,8,0,test958,Riley Raymond,LTR,Material,LTR Property,Property Selling
11/26/2024,5,0,test959,Ronald Raymond,LTR,Material,LTR Property,Other
7/20/2024,5,0,test960,Ronald Raymond,LTR,Material,LTR Property,Property Management
8/8/2024,3,0,test961,Riley Raymond,STR,Material,STR Property,Property Acquisitions
7/30/2024,7,0,test962,Riley Raymond,LTR,Material,LTR Property,Other
8/15/2024,7,0,test963,Riley Raymond,STR,Material,STR Property,Property Management
11/4/2024,8,0,test964,Riley Raymond,LTR,Material,LTR Property,Property Acquisitions
10/27/2024,9,0,test965,Ronald Raymond,LTR,Material,LTR Property,Property Acquisitions
3/6/2024,3,0,test966,Riley Raymond,LTR,Material,LTR Property,Other
11/23/2024,4,0,test967,Riley Raymond,LTR,Material,LTR Property,Property Selling
11/1/2024,1,0,test968,Riley Raymond,STR,Material,STR Property,Property Improvements and Repairs
2/9/2024,1,0,test969,Riley Raymond,STR,Material,STR Property,Other
10/15/2024,6,0,test970,Ronald Raymond,STR,Material,STR Property,Property Selling
5/17/2024,3,0,test971,Riley Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
10/24/2024,2,0,test972,Ronald Raymond,LTR,Material,LTR Property,Property Acquisitions
8/21/2024,4,0,test973,Riley Raymond,STR,Material,STR Property,Property Management
7/21/2024,7,0,test974,Ronald Raymond,STR,Material,STR Property,Property Acquisitions
10/24/2024,2,0,test975,Ronald Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
2/27/2024,2,0,test976,Riley Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
3/27/2024,9,0,test977,Ronald Raymond,LTR,Material,LTR Property,Property Management
5/30/2024,7,0,test978,Riley Raymond,STR,Material,STR Property,Other
1/18/2024,4,0,test979,Riley Raymond,LTR,Material,LTR Property,Property Acquisitions
5/20/2024,7,0,test980,Riley Raymond,STR,Material,STR Property,Property Selling
1/31/2024,7,0,test981,Ronald Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
7/25/2024,3,0,test982,Ronald Raymond,STR,Material,STR Property,Other
3/23/2024,7,0,test983,Riley Raymond,STR,Material,STR Property,Property Selling
6/10/2024,4,0,test984,Ronald Raymond,STR,Material,STR Property,Property Selling
6/13/2024,7,0,test985,Ronald Raymond,STR,Material,STR Property,Property Improvements and Repairs
6/23/2024,6,0,test986,Ronald Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
7/31/2024,9,0,test987,Ronald Raymond,STR,Material,STR Property,Property Selling
10/17/2024,4,0,test988,Ronald Raymond,STR,Material,STR Property,Property Selling
1/5/2024,1,0,test989,Ronald Raymond,LTR,Material,LTR Property,Property Selling
1/18/2024,7,0,test990,Riley Raymond,LTR,Material,LTR Property,Other
10/16/2024,9,0,test991,Riley Raymond,STR,Material,STR Property,Property Acquisitions
7/2/2024,6,0,test992,Riley Raymond,LTR,Material,LTR Property,Property Management
12/9/2024,8,0,test993,Riley Raymond,LTR,Material,LTR Property,Property Acquisitions
1/23/2024,1,0,test994,Ronald Raymond,STR,Material,STR Property,Property Management
7/21/2024,3,0,test995,Riley Raymond,LTR,Material,LTR Property,Property Selling
8/13/2024,7,0,test996,Ronald Raymond,STR,Material,STR Property,Property Improvements and Repairs
5/31/2024,3,0,test997,Ronald Raymond,STR,Material,STR Property,Property Selling
5/14/2024,9,0,test998,Ronald Raymond,LTR,Material,LTR Property,Other
11/30/2024,4,0,test999,Riley Raymond,LTR,Material,LTR Property,Property Acquisitions
12/11/2024,2,0,test1000,Ronald Raymond,STR,Material,STR Property,Property Improvements and Repairs
